,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO
1184,2410108,Poço Branco,24,RN,475.6967611336035,480.51488549618307,467.09351145038175,466.89919028340097,465.9541984732824
1185,2410207,Portalegre,24,RN,488.58677042801526,495.157633587786,488.06984732824424,483.8455252918287,515.2671755725191
1186,2410256,Porto do Mangue,24,RN,481.4864864864862,473.8043859649121,475.5254385964913,475.0792792792793,476.49122807017545
1187,2410306,Serra Caiada,24,RN,478.0385964912282,492.7471910112359,486.9005617977528,482.6339181286553,466.85393258426967
1188,2410405,Pureza,24,RN,469.82926829268314,478.90687022900744,468.49465648854965,480.0365853658537,490.381679389313
1189,2410504,Rafael Fernandes,24,RN,500.6271794871796,506.69108910891106,493.3351485148515,503.1902564102562,550.2970297029703
1190,2410603,Rafael Godeiro,24,RN,490.4447368421054,497.0583333333333,484.281666666667,493.3666666666666,497.0
1191,2410702,Riacho da Cruz,24,RN,481.86597938144337,466.6805825242719,469.2475728155339,464.4443298969072,447.9611650485437
1192,2410801,Riacho de Santana,24,RN,497.5535714285716,505.59467455621285,496.02721893491145,496.30416666666645,575.7396449704142
1193,2410900,Riachuelo,24,RN,476.22393617021334,470.5534313725492,466.1696078431373,466.32180851063816,459.70588235294116
1194,2411007,Rodolfo Fernandes,24,RN,478.6952380952381,486.4499999999998,462.4622641509434,476.624761904762,492.64150943396226
1195,2411056,Tibau,24,RN,485.0872340425533,486.32462311557777,485.5552763819096,475.26489361702096,488.14070351758795
1196,2411106,Ruy Barbosa,24,RN,479.4807692307693,486.7416666666668,470.7694444444444,478.41826923076917,456.2962962962963
1197,2411205,Santa Cruz,24,RN,504.80275387263356,500.45831265508787,496.04557485525237,501.3580034423405,498.67659222497934
1198,2411403,Santana do Matos,24,RN,480.3032679738563,481.9490797546009,478.08895705521456,485.70098039215685,476.9325153374233
1199,2411429,Santana do Seridó,24,RN,494.62371134020606,505.00505050505035,493.64949494949497,500.65257731958775,508.8888888888889
1200,2411502,Santo Antônio,24,RN,492.3343137254901,494.91155913978514,492.893817204301,499.31736694677915,492.7956989247312
1201,2411601,São Bento do Norte,24,RN,506.0378378378378,495.0282051282051,473.4717948717948,525.0486486486486,468.71794871794873
1202,2411700,São Bento do Trairí,24,RN,494.90217391304304,499.5524822695035,489.0326241134752,480.1297101449277,481.70212765957444
1203,2411809,São Fernando,24,RN,486.40254237288127,500.5430894308943,489.30813008130065,502.22118644067797,512.6829268292682
1204,2411908,São Francisco do Oeste,24,RN,490.83728813559316,496.98750000000024,489.7775,481.2305084745763,526.3333333333334
1205,2412005,São Gonçalo do Amarante,24,RN,501.6992798690681,507.598639876353,504.3668006182396,502.40559738134044,495.6166924265842
1206,2412104,São João do Sabugi,24,RN,510.3398373983739,516.073015873016,502.73293650793624,523.8402439024392,514.2063492063492
1207,2412203,São José de Mipibu,24,RN,497.5532639545886,498.1721872187221,493.7978397839783,490.98467360454026,479.87398739873987
1208,2412302,São José do Campestre,24,RN,479.9100775193793,477.4695340501789,474.00967741935517,482.44728682170535,477.99283154121866
1209,2412401,São José do Seridó,24,RN,524.6902439024389,520.7875739644969,500.6118343195268,531.9768292682928,561.6568047337278
1210,2412500,São Miguel,24,RN,502.3736613603474,503.0731092436981,494.5760504201678,505.7052098408105,544.8179271708683
1211,2412559,São Miguel do Gostoso,24,RN,490.5566666666666,489.07499999999976,490.6500000000001,481.01499999999993,485.0
1212,2412609,São Paulo do Potengi,24,RN,500.77331887201666,496.0488752556241,487.72106339468314,499.01431670282,494.15132924335376
1213,2412708,São Pedro,24,RN,488.44720000000024,487.26953125000006,479.64765625000007,490.348,490.46875
1214,2412807,São Rafael,24,RN,485.209523809524,485.9392561983467,483.77892561983475,479.10952380952403,469.8347107438017
1215,2412906,São Tomé,24,RN,482.4285714285712,485.689677419355,483.72322580645164,485.5170068027209,476.1290322580645
1216,2413003,São Vicente,24,RN,499.9612244897954,507.6880503144653,502.4339622641509,495.8469387755103,533.8364779874214
1217,2413102,Senador Elói de Souza,24,RN,491.81451612903214,476.9907692307692,481.7492307692309,469.4637096774192,444.61538461538464
1218,2413201,Senador Georgino Avelino,24,RN,483.4297029702969,477.5951456310678,481.92233009708747,489.9376237623765,428.3495145631068
1219,2413300,Serra de São Bento,24,RN,492.1232394366197,494.25694444444446,493.507638888889,486.4866197183101,511.25
1220,2413359,Serra do Mel,24,RN,488.2467479674798,484.7275193798447,478.7860465116282,485.2195121951221,467.05426356589146
1221,2413409,Serra Negra do Norte,24,RN,500.17008547008555,503.44552845528415,491.01788617886183,503.6863247863247,502.1951219512195
1222,2413508,Serrinha,24,RN,484.40849673202644,490.65062500000005,483.42624999999987,499.69215686274515,476.0
1223,2413557,Serrinha dos Pintos,24,RN,491.0189393939393,491.5086956521738,486.2702898550723,483.3545454545455,498.40579710144925
1224,2413607,Severiano Melo,24,RN,501.21755319148957,499.69285714285695,490.2959183673469,506.09255319148934,531.6326530612245
1225,2413706,Sítio Novo,24,RN,473.40307692307687,468.4142857142858,470.69000000000017,454.609230769231,459.7142857142857
1226,2413805,Taboleiro Grande,24,RN,497.18295454545444,496.04835164835174,486.3802197802198,489.92386363636365,555.3846153846154
1227,2413904,Taipu,24,RN,483.8947368421054,484.8914285714289,480.1628571428572,488.19064327485415,469.0285714285714
1228,2414001,Tangará,24,RN,490.6626112759641,499.39367816091954,494.0025862068968,499.0228486646883,499.08045977011494
1229,2414100,Tenente Ananias,24,RN,483.2828054298642,482.58931623931636,475.65854700854646,477.874660633484,476.8376068376068
1230,2414159,Tenente Laurentino Cruz,24,RN,500.1644067796608,508.4955801104973,487.5292817679554,500.3271186440681,507.4033149171271
1231,2414209,Tibau do Sul,24,RN,486.8362369337977,487.9084745762711,491.38305084745764,489.60871080139344,473.49152542372883
1232,2414308,Timbaúba dos Batistas,24,RN,507.11235955056145,505.22826086956513,494.79891304347825,494.8764044943819,512.3913043478261
1233,2414407,Touros,24,RN,488.33830570902364,482.1608465608466,479.8994708994707,487.360405156538,477.28395061728395
1234,2414456,Triunfo Potiguar,24,RN,472.94851485148513,474.8346153846153,467.9576923076923,486.1039603960397,470.5769230769231
1235,2414506,Umarizal,24,RN,487.5766519823789,490.6077419354841,488.02215053763445,488.9422907488986,498.7096774193548
1236,2414605,Upanema,24,RN,492.26241830065385,500.5405063291142,492.1550632911394,509.03856209150297,504.36708860759495
1237,2414704,Várzea,24,RN,479.1345454545454,482.4603448275861,485.1310344827588,490.80000000000007,492.7586206896552
1238,2414753,Venha-Ver,24,RN,500.837804878049,499.7689655172412,480.7678160919542,487.9963414634147,488.9655172413793
1239,2414803,Vera Cruz,24,RN,490.9263440860215,490.8926892950391,480.83368146214076,482.8768817204306,465.32637075718014
1240,2414902,Viçosa,24,RN,468.5115384615386,461.64691358024675,465.4123456790124,449.2205128205128,479.25925925925924
1241,2415008,Vila Flor,24,RN,490.61081081081085,484.9445945945943,478.89324324324315,463.50135135135133,443.7837837837838
1242,2500106,Água Branca,25,PB,479.08913043478293,489.33021276595736,489.03106382978746,496.3147826086954,522.6382978723404
1243,2500205,Aguiar,25,PB,465.7320312499997,462.132089552239,458.24328358208936,462.40234375000006,462.9850746268657
1244,2500304,Alagoa Grande,25,PB,489.97017142857123,493.1465631929046,489.61685144124164,483.0811428571433,492.86031042128604
1245,2500403,Alagoa Nova,25,PB,498.4706185567011,501.98909090909086,491.63206611570223,483.48436426116825,516.6611570247934
1246,2500502,Alagoinha,25,PB,478.9262411347519,480.2374133949188,474.3870669745952,471.95933806146604,479.9538106235566
1247,2500536,Alcantil,25,PB,491.25887096774187,501.2574803149608,484.28188976377936,498.5653225806453,511.33858267716533
1248,2500577,Algodão de Jandaíra,25,PB,473.29693877551034,481.51599999999985,466.5620000000001,460.23877551020416,449.8
1249,2500601,Alhandra,25,PB,481.8801869158877,481.6145390070924,478.34414893617026,476.1224299065423,474.64539007092196
1250,2500700,São João do Rio do Peixe,25,PB,488.1129194630876,489.25292259083704,483.13222748815167,493.80536912751677,474.3127962085308
1251,2500734,Amparo,25,PB,461.93023255813944,461.6573033707865,457.97977528089876,454.9046511627906,433.9325842696629
1252,2500775,Aparecida,25,PB,492.60431372549004,499.86896551724163,483.29578544061303,486.958431372549,500.9961685823755
1253,2500809,Araçagi,25,PB,484.6940259740258,493.8103797468352,484.5225316455696,482.79480519480467,486.63291139240505
1254,2500908,Arara,25,PB,488.92017045454577,494.09834710743803,485.6292011019286,476.342329545455,499.3388429752066
1255,2501005,Araruna,25,PB,484.22903846153855,486.2825602968464,483.6317254174395,485.24769230769215,493.46938775510205
1256,2501104,Areia,25,PB,492.6174278846157,499.2383625730993,491.43543859649117,482.5269230769233,501.2163742690058
1257,2501153,Areia de Baraúnas,25,PB,460.49473684210517,464.4380952380953,464.5809523809522,473.3210526315789,434.2857142857143
1258,2501203,Areial,25,PB,500.7025735294114,503.9640287769784,499.02841726618703,501.8786764705887,523.3093525179856
1259,2501302,Aroeiras,25,PB,486.5449244060475,490.1944329896903,480.81855670103107,481.19287257019437,492.49484536082474
1260,2501351,Assunção,25,PB,492.53389830508456,500.0139344262293,493.8803278688524,478.8050847457626,479.344262295082
1261,2501401,Baía da Traição,25,PB,470.66180904522605,469.19318734793137,461.88296836982965,456.4133165829149,403.30900243309003
1262,2501500,Bananeiras,25,PB,496.6804979253109,495.58828282828256,493.2810101010108,490.20269709543595,499.27272727272725
1263,2501534,Baraúna,25,PB,484.2513333333332,483.20764331210205,475.8197452229301,482.0419999999998,481.9108280254777
1264,2501575,Barra de Santana,25,PB,478.75853658536613,482.8981651376147,473.4238532110092,478.3200000000001,489.35779816513764
1265,2501609,Barra de Santa Rosa,25,PB,497.42873239436665,491.34772117962467,484.24664879356567,483.9169014084506,492.2788203753351
1266,2501708,Barra de São Miguel,25,PB,482.72786885245904,486.3592307692306,478.68000000000006,485.944262295082,449.84615384615387
1267,2501807,Bayeux,25,PB,490.7975194261798,494.57863005943875,492.1778941409567,489.9534070531977,485.29295216529863
1268,2501906,Belém,25,PB,492.5424474187381,493.9927509293684,488.5460966542753,489.5787762906306,511.18959107806694
1269,2502003,Belém do Brejo do Cruz,25,PB,480.61510416666664,473.4848484848482,467.09444444444443,476.4484375,524.8484848484849
1270,2502052,Bernardino Batista,25,PB,486.48333333333323,493.7727272727272,486.1681818181816,483.78636363636355,498.4848484848485
1271,2502102,Boa Ventura,25,PB,482.06296296296307,482.0428571428569,478.5228571428571,457.17851851851844,459.14285714285717
1272,2502151,Boa Vista,25,PB,484.86163934426224,492.9870370370369,477.0533950617283,491.7252459016391,492.65432098765433
1273,2502201,Bom Jesus,25,PB,499.56764705882324,505.20380952381,492.6161904761905,494.9117647058825,498.85714285714283
1274,2502300,Bom Sucesso,25,PB,491.71500000000003,477.69027777777796,469.3284722222222,478.3742857142857,485.55555555555554
1275,2502409,Bonito de Santa Fé,25,PB,494.61725490196085,499.88082706766926,480.4327067669172,494.05333333333357,487.36842105263156
1276,2502508,Boqueirão,25,PB,494.2749590834697,502.823704866562,490.36373626373603,493.39803600654704,481.56985871271587
1277,2502607,Igaracy,25,PB,477.53988439306346,485.83446327683646,466.44124293785296,490.821387283237,486.55367231638417
1278,2502706,Borborema,25,PB,482.9085937499997,490.59624060150406,475.54887218045116,469.17265625,473.0827067669173
1279,2502805,Brejo do Cruz,25,PB,484.1598290598292,486.4601078167113,477.82048517520207,483.91025641025675,485.87601078167114
1280,2502904,Brejo dos Santos,25,PB,493.78025477707024,495.9107784431137,493.1892215568862,502.3999999999999,493.2934131736527
1281,2503001,Caaporã,25,PB,480.1816443594646,477.66872727272755,471.17218181818146,478.67017208413023,461.0181818181818
1282,2503100,Cabaceiras,25,PB,492.0426395939088,501.262871287129,484.99158415841566,498.23756345177657,490.0
1283,2503209,Cabedelo,25,PB,503.7164419087135,507.7863680623179,504.28865628042826,514.2738589211625,513.7000973709835
1284,2503308,Cachoeira dos Índios,25,PB,497.5842741935488,497.68992248062006,479.2360465116282,490.75080645161296,478.83720930232556
1285,2503407,Cacimba de Areia,25,PB,478.4494117647059,474.8,473.135632183908,479.14823529411774,487.81609195402297
1286,2503506,Cacimba de Dentro,25,PB,483.3926892950393,491.17237851662395,491.2442455242973,478.84516971279385,508.9002557544757
1287,2503555,Cacimbas,25,PB,479.9252336448598,479.60088495575235,460.8743362831857,465.5046728971963,438.5840707964602
1288,2503605,Caiçara,25,PB,476.827027027027,491.1292035398232,482.70530973451304,484.52612612612626,491.1504424778761
1289,2503704,Cajazeiras,25,PB,504.6898144329902,510.7842829076608,500.43076620825104,507.88651546391793,527.6935166994106
1290,2503753,Cajazeirinhas,25,PB,477.53058823529386,475.08764044943825,464.5202247191013,491.86705882352953,543.5955056179776
1291,2503803,Caldas Brandão,25,PB,478.32743362831843,486.49745762711876,482.3432203389831,477.2734513274336,514.5762711864406
1292,2503902,Camalaú,25,PB,475.9522727272725,486.8106382978724,481.48936170212795,477.93693181818156,481.59574468085106
1293,2504009,Campina Grande,25,PB,512.8649195743634,521.4278515847417,513.4805418485504,521.4343627814876,545.053141013475
1294,2504033,Capim,25,PB,480.43124999999986,475.5356589147285,477.71550387596903,455.91718750000007,478.91472868217056
1295,2504074,Caraúbas,25,PB,483.14202898550707,484.154054054054,483.86486486486507,483.8956521739131,460.27027027027026
1296,2504108,Carrapateira,25,PB,500.1203389830507,494.99032258064517,489.4967741935483,498.3355932203389,531.2903225806451
1297,2504157,Casserengue,25,PB,487.4865248226952,485.6249999999998,483.1722222222222,485.409219858156,522.5
1298,2504207,Catingueira,25,PB,479.3793814432988,482.5269999999999,474.82500000000016,468.57113402061856,494.2
1299,2504306,Catolé do Rocha,25,PB,500.0290322580641,500.0265010351967,490.1889233954456,500.256559139785,530.3726708074535
1300,2504355,Caturité,25,PB,487.46321243523334,487.06989795918366,485.648469387755,475.27305699481866,500.9183673469388
1301,2504405,Conceição,25,PB,488.2305699481866,490.17694235588976,478.653634085213,486.4170984455957,489.62406015037595
1302,2504504,Condado,25,PB,484.7975460122703,492.22275449101784,491.5892215568862,482.0024539877302,523.2335329341317
1303,2504603,Conde,25,PB,485.3200378071832,483.46050724637684,477.59746376811603,473.44499054820415,459.6376811594203
1304,2504702,Congo,25,PB,482.7179104477613,488.5606896551723,478.6834482758623,472.30298507462703,484.82758620689657
1305,2504801,Coremas,25,PB,493.63980582524323,490.23938679245316,477.9257075471691,498.81286407767,511.1792452830189
1306,2504850,Coxixola,25,PB,481.6618421052629,474.4361445783132,478.95903614457836,480.2684210526315,481.9277108433735
1307,2504900,Cruz do Espírito Santo,25,PB,471.7587982832617,477.0198347107437,475.36818181818154,464.3090128755365,456.2809917355372
1308,2505006,Cubati,25,PB,491.3708920187794,490.97104072398184,482.6221719457014,487.17042253521157,499.81900452488685
1309,2505105,Cuité,25,PB,503.07353951890025,504.4171650055369,492.7573643410847,500.86483390607043,516.3676633444076
1310,2505204,Cuitegi,25,PB,480.95809523809527,490.62136363636375,479.7954545454544,485.3138095238095,492.8181818181818
1311,2505238,Cuité de Mamanguape,25,PB,486.03853211009164,485.51440677966104,476.86779661016936,474.0422018348623,477.1186440677966
1312,2505279,Curral de Cima,25,PB,483.59837398373975,484.6186046511629,473.0875968992249,467.91382113821146,461.2403100775194
1313,2505303,Curral Velho,25,PB,464.95322580645166,467.6484374999999,461.6703124999999,473.43709677419366,473.4375
1314,2505352,Damião,25,PB,478.608088235294,471.52158273381315,472.99568345323746,471.27352941176486,470.0719424460432
1315,2505402,Desterro,25,PB,499.88928571428585,499.6988888888886,486.1449999999999,498.3559523809524,508.8888888888889
1316,2505501,Vista Serrana,25,PB,489.9583333333333,475.8941860465117,474.6837209302326,485.47738095238094,489.30232558139534
1317,2505600,Diamante,25,PB,477.50677083333375,483.4737373737373,477.85757575757606,474.82031250000017,479.5959595959596
1318,2505709,Dona Inês,25,PB,482.46296296296333,492.3475247524755,482.45214521452095,488.50774410774426,509.2409240924092
1319,2505808,Duas Estradas,25,PB,487.93023255813955,494.4544444444446,487.03444444444443,470.45930232558146,496.8888888888889
1320,2505907,Emas,25,PB,465.2132075471698,476.5473684210524,452.3894736842105,481.7056603773586,412.63157894736844
1321,2506004,Esperança,25,PB,498.7414369256476,503.8326383319973,497.38789093825085,503.4782790309104,516.7923015236568
1322,2506103,Fagundes,25,PB,492.68131868131866,507.57839721254373,489.5529616724735,493.6765567765568,502.29965156794424
1323,2506202,Frei Martinho,25,PB,489.52197802197793,503.5989690721648,485.075257731959,505.68681318681337,523.0927835051547
1324,2506251,Gado Bravo,25,PB,491.3216216216218,489.01894736842115,473.71789473684174,476.9745945945947,475.89473684210526
1325,2506301,Guarabira,25,PB,497.3716205533586,505.74152024446045,497.0371275783028,500.5811462450597,513.598166539343
1326,2506400,Gurinhém,25,PB,483.5216117216116,480.71157894736797,469.9266666666669,477.6688644688648,468.56140350877195
1327,2506509,Gurjão,25,PB,473.43939393939394,486.1952830188677,478.8764150943396,465.14242424242417,503.20754716981133
1328,2506608,Ibiara,25,PB,489.4260162601628,482.5651162790697,478.78062015503895,495.56585365853647,483.8759689922481
1329,2506707,Imaculada,25,PB,489.86385542168716,485.2626436781609,482.8724137931035,483.09518072289166,522.7586206896551
1330,2506806,Ingá,25,PB,490.4824657534246,497.0687664042001,487.8057742782154,486.48958904109577,502.5196850393701
1331,2506905,Itabaiana,25,PB,497.75716666666625,507.89616000000035,497.86096000000003,497.1616666666666,528.768
1332,2507002,Itaporanga,25,PB,495.65997392438,497.5620428751577,491.2310214375795,505.64146023468095,506.91046658259773
1333,2507101,Itapororoca,25,PB,480.03492723492747,485.9465346534658,478.90198019802,482.3827442827441,462.6930693069307
1334,2507200,Itatuba,25,PB,488.534482758621,486.8702928870293,479.8326359832637,467.81637931034476,480.5020920502092
1335,2507309,Jacaraú,25,PB,485.9851769911502,492.95435244161337,487.1830148619956,489.07544247787627,495.8386411889597
1336,2507408,Jericó,25,PB,489.2250000000004,494.951724137931,486.5689655172413,484.0367346938777,540.5911330049261
1337,2507507,João Pessoa,25,PB,513.6839183412347,521.3461859488161,514.9065474545365,526.1234129176663,532.7146094743242
1338,2507606,Juarez Távora,25,PB,479.5796116504855,487.44784688995196,479.98660287081344,485.9781553398061,483.82775119617224
1339,2507705,Juazeirinho,25,PB,492.9962025316454,504.3709611451941,493.8106339468304,489.67995780590746,509.07975460122697
1340,2507804,Junco do Seridó,25,PB,483.52068965517225,485.4196172248806,484.4622009569381,481.33349753694574,472.4401913875598
1341,2507903,Juripiranga,25,PB,488.32519685039375,484.6385496183205,482.19809160305323,496.3086614173227,495.19083969465646
1342,2508000,Juru,25,PB,480.5174528301889,484.2861607142855,474.71830357142863,493.22877358490587,468.6607142857143
1343,2508109,Lagoa,25,PB,494.56785714285706,494.8923076923074,482.3179487179486,494.4580357142858,523.2478632478633
1344,2508208,Lagoa de Dentro,25,PB,479.48248847926266,485.84890829694314,482.69432314410506,476.5082949308755,497.7292576419214
1345,2508307,Lagoa Seca,25,PB,499.14533947065604,508.9013303769405,495.75875831485604,499.03509781357883,523.680709534368
1346,2508406,Lastro,25,PB,486.80869565217387,484.13135135135127,470.1481081081083,471.22717391304366,520.972972972973
1347,2508505,Livramento,25,PB,479.33260869565237,490.79057591623035,479.95811518324587,479.51032608695675,493.717277486911
1348,2508554,Logradouro,25,PB,467.4419642857144,489.6491228070175,484.67631578947356,479.43660714285727,496.49122807017545
1349,2508604,Lucena,25,PB,482.77826086956526,486.1517482517484,483.7863636363637,483.3228260869565,475.31468531468533
1350,2508703,Mãe d'Água,25,PB,491.9558823529413,486.2892156862746,475.1745098039217,485.4274509803923,486.47058823529414
1351,2508802,Malta,25,PB,492.6740112994348,504.3635869565214,502.0608695652172,528.4344632768359,519.3478260869565
1352,2508901,Mamanguape,25,PB,485.4131802721092,485.6558101472994,484.34476268412345,481.5344387755104,474.189852700491
1353,2509008,Manaíra,25,PB,492.33478260869566,494.8906103286382,477.5741784037561,494.471497584541,512.3943661971831
1354,2509057,Marcação,25,PB,472.21093750000006,471.69283018867924,461.3766037735847,457.4300781249996,415.62264150943395
1355,2509107,Mari,25,PB,489.37786752827157,500.4192846034218,489.11539657853774,491.1342487883683,490.57542768273714
1356,2509156,Marizópolis,25,PB,487.81618257261357,483.91239999999976,478.3432000000001,484.5672199170123,478.64
1357,2509206,Massaranduba,25,PB,494.1946043165466,498.12020905923345,489.9850174216026,499.39676258992813,525.0871080139373
1358,2509305,Mataraca,25,PB,466.1328205128203,478.3093137254904,475.8367647058825,474.9964102564102,449.4117647058824
1359,2509339,Matinhas,25,PB,493.47731958762904,486.50300000000004,481.777,467.377319587629,472.2
1360,2509370,Mato Grosso,25,PB,472.77096774193546,497.73770491803276,488.2557377049181,486.50483870967736,507.5409836065574
1361,2509396,Maturéia,25,PB,483.6232394366198,501.2322368421057,495.65526315789475,495.7408450704225,497.7631578947368
1362,2509404,Mogeiro,25,PB,483.9115523465703,490.2020618556701,481.0072164948453,474.55812274368213,507.4914089347079
1363,2509503,Montadas,25,PB,502.3161849710983,506.2994318181818,497.1386363636362,503.8323699421967,531.7045454545455
1364,2509602,Monte Horebe,25,PB,492.06465517241367,492.956666666667,479.5175000000001,504.9181034482759,507.8333333333333
1365,2509701,Monteiro,25,PB,494.4195897435904,499.6789268292688,491.12282926829295,493.9358974358976,499.64878048780486
1366,2509800,Mulungu,25,PB,479.5732323232323,486.92364532019724,472.17339901477845,472.88131313131305,470.3448275862069
1367,2509909,Natuba,25,PB,477.1448818897639,481.3431818181819,476.4939393939394,479.03464566929125,524.3939393939394
1368,2510006,Nazarezinho,25,PB,494.5684210526314,498.8497175141245,483.118079096045,495.54093567251493,521.0169491525423
1369,2510105,Nova Floresta,25,PB,498.14617346938735,496.39404466501236,486.8401985111656,492.0563775510207,504.4168734491315
1370,2510204,Nova Olinda,25,PB,477.3177304964538,474.5034482758622,481.5600000000002,475.8546099290782,498.62068965517244
1371,2510303,Nova Palmeira,25,PB,506.57611940298494,513.0690647482013,495.06474820143893,513.0649253731343,545.0359712230215
1372,2510402,Olho d'Água,25,PB,473.846464646465,481.68970588235277,472.3235294117647,488.0797979797983,474.01960784313724
1373,2510501,Olivedos,25,PB,481.51923076923066,499.865243902439,478.96829268292674,484.3897435897435,479.0243902439024
1374,2510600,Ouro Velho,25,PB,487.3934426229507,488.9783333333334,484.37833333333333,498.3622950819673,497.3333333333333
1375,2510659,Parari,25,PB,465.2754385964911,474.68983050847453,475.8474576271185,485.79298245614024,525.0847457627119
1376,2510709,Passagem,25,PB,467.11060606060613,473.5901408450703,467.06901408450716,459.9681818181818,463.6619718309859
1377,2510808,Patos,25,PB,506.8004532124761,515.9549949031583,504.79327217125365,519.235003998932,533.8583078491336
1378,2510907,Paulista,25,PB,503.8321678321675,496.4392026578071,483.68405315614615,497.9856643356641,527.641196013289
1379,2511004,Pedra Branca,25,PB,474.1075000000002,482.7654320987657,464.9654320987654,486.5599999999998,507.65432098765433
1380,2511103,Pedra Lavrada,25,PB,491.1672131147541,491.901581027668,480.01541501976294,498.12909836065575,489.0118577075099
1381,2511202,Pedras de Fogo,25,PB,488.1584722222222,494.9744310575636,487.84819277108375,490.5395833333337,491.40562248995985
1382,2511301,Piancó,25,PB,492.5718518518516,491.9951276102086,481.16682134570783,485.84049382716074,509.74477958236656
1383,2511400,Picuí,25,PB,498.53541383989136,499.9206493506495,489.4307792207788,500.52564450474836,472.64935064935065
1384,2511509,Pilar,25,PB,494.60038910505835,500.45267175572553,487.47671755725213,490.40583657587536,495.1145038167939
1385,2511608,Pilões,25,PB,475.6732394366198,470.6506912442395,466.2870967741934,472.91643192488254,448.47926267281105
1386,2511707,Pilõezinhos,25,PB,477.36363636363626,488.6015384615383,478.9807692307691,470.14545454545464,463.0769230769231
1387,2511806,Pirpirituba,25,PB,487.859607843137,500.3808823529413,486.54926470588254,484.3913725490194,477.94117647058823
1388,2511905,Pitimbu,25,PB,482.2784210526315,481.59145728643205,475.884422110553,478.4599999999998,494.47236180904525
1389,2512002,Pocinhos,25,PB,499.6617954070981,500.9516,499.0961999999997,500.31356993736966,513.4
1390,2512036,Poço Dantas,25,PB,485.7731481481482,485.8135135135134,481.06756756756755,478.791666666667,509.18918918918916
1391,2512077,Poço de José de Moura,25,PB,481.16236559139793,483.16891191709857,473.49222797927445,486.50483870967724,482.27979274611397
1392,2512101,Pombal,25,PB,502.75555555555496,509.0150675195447,498.3043354655299,508.8087564385582,554.4705046197583
1393,2512200,Prata,25,PB,500.9086614173226,516.4052238805968,502.7791044776121,493.5960629921262,506.4179104477612
1394,2512309,Princesa Isabel,25,PB,494.6528505392908,509.7161004431319,500.54150664697147,515.5624036979966,523.6336779911373
1395,2512408,Puxinanã,25,PB,495.6057377049184,497.94105263157866,491.06657894736816,489.4035519125685,510.6842105263158
1396,2512507,Queimadas,25,PB,493.44728260869573,501.9063357282826,491.1301763553219,492.72941576086976,517.6877857609405
1397,2512606,Quixabá,25,PB,486.6086956521738,463.324,471.92400000000004,469.80869565217387,424.8
1398,2512705,Remígio,25,PB,494.39257703081233,502.6971774193554,499.0337365591395,491.1802521008407,509.73118279569894
1399,2512721,Pedro Régis,25,PB,485.52700729927017,477.61875000000015,476.36875000000026,456.3014598540144,444.5833333333333
1400,2512747,Riachão,25,PB,479.6225806451613,500.7052083333335,481.7916666666667,472.21827956989256,465.625
1401,2512754,Riachão do Bacamarte,25,PB,489.59508196721316,488.8792000000001,480.6752,479.72131147540995,507.2
1402,2512762,Riachão do Poço,25,PB,479.16111111111115,486.2108527131784,481.37906976744193,481.1587301587301,451.47286821705427
1403,2512788,Riacho de Santo Antônio,25,PB,489.8014084507041,503.7479999999999,479.9893333333334,500.08873239436616,485.8666666666667
1404,2512804,Riacho dos Cavalos,25,PB,491.98196721311484,489.136269430052,481.0704663212435,492.79617486338805,489.74093264248705
1405,2512903,Rio Tinto,25,PB,483.5926421404683,483.4049284578692,481.3127186009538,480.8063545150501,451.9872813990461
1406,2513000,Salgadinho,25,PB,493.7249999999999,491.66599999999994,486.01400000000007,477.70416666666665,491.6
1407,2513109,Salgado de São Félix,25,PB,483.1583941605839,488.4659574468085,475.4638297872342,473.2963503649636,482.6950354609929
1408,2513158,Santa Cecília,25,PB,495.03358208955234,506.81567164179097,495.28358208955245,498.37910447761186,525.223880597015
1409,2513208,Santa Cruz,25,PB,492.15826771653553,494.28378378378414,479.92123552123536,488.7590551181103,501.003861003861
1410,2513307,Santa Helena,25,PB,492.3279835390943,491.86626506024083,483.740562248996,484.0185185185186,508.2730923694779
1411,2513356,Santa Inês,25,PB,475.55555555555554,480.3821428571429,470.2142857142856,472.4055555555555,492.14285714285717
1412,2513406,Santa Luzia,25,PB,497.53596153846166,496.0023985239851,492.6208487084868,500.4544230769227,470.7749077490775
1413,2513505,Santana de Mangueira,25,PB,491.404761904762,494.4934579439253,480.6822429906543,498.8828571428571,489.1588785046729
1414,2513604,Santana dos Garrotes,25,PB,485.91010101010113,478.018536585366,470.60487804878056,489.90101010101006,479.609756097561
1415,2513653,Joca Claudino,25,PB,476.99423076923057,468.1357142857142,458.77142857142854,464.55576923076933,466.07142857142856
1416,2513703,Santa Rita,25,PB,488.6626677622558,493.32690302398294,491.46976016683954,486.5838400438234,483.837330552659
1417,2513802,Santa Teresinha,25,PB,488.72487309644634,495.14195121951195,489.1273170731705,498.113197969543,524.0975609756098
1418,2513851,Santo André,25,PB,475.11770833333344,472.1897959183674,459.75102040816313,451.1239583333335,461.42857142857144
1419,2513901,São Bento,25,PB,492.1685207100591,495.8857935627082,488.4453940066596,504.0211834319527,500.59933407325195
